2025-05-26 17:00:35,800 - INFO - Loaded mutations data: ../DataSet/train_muts_data.csv
2025-05-26 17:00:35,817 - INFO - Loaded 100 sequences from ../DataSet/genes.fasta
2025-05-26 17:00:35,830 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene TP53: start=7673728, end=7673728, seq_len=1182
2025-05-26 17:00:35,830 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene BRCA2: start=32339828, end=32339828, seq_len=10257
2025-05-26 17:00:35,830 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene APC: start=112838253, end=112838253, seq_len=8616
2025-05-26 17:00:35,830 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ATM: start=108268379, end=108268379, seq_len=9171
2025-05-26 17:00:35,831 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ATM: start=108353791, end=108353791, seq_len=9171
2025-05-26 17:00:35,831 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene NOTCH1: start=136509847, end=136509847, seq_len=7668
2025-05-26 17:00:35,831 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene SMAD4: start=51065549, end=51065549, seq_len=1659
2025-05-26 17:00:35,831 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene CTNNB1: start=41224076, end=41224076, seq_len=2346
2025-05-26 17:00:35,832 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene SMARCA4: start=11027998, end=11027998, seq_len=5040
2025-05-26 17:00:35,832 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene PMS2: start=5987677, end=5987677, seq_len=2775
2025-05-26 17:00:35,833 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene NF1: start=31338787, end=31338787, seq_len=8520
2025-05-26 17:00:35,833 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ARID1A: start=26773691, end=26773693, seq_len=6858
2025-05-26 17:00:35,833 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene KMT2C: start=152248130, end=152248130, seq_len=14736
2025-05-26 17:00:35,834 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene KMT2C: start=152273673, end=152273673, seq_len=14736
2025-05-26 17:00:35,834 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene KMT2C: start=152273712, end=152273712, seq_len=14736
2025-05-26 17:00:35,834 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene MDM4: start=204537047, end=204537047, seq_len=1527
2025-05-26 17:00:35,834 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene MTOR: start=11126708, end=11126708, seq_len=7650
2025-05-26 17:00:35,835 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene MTOR: start=11139535, end=11139535, seq_len=7650
2025-05-26 17:00:35,835 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene BAP1: start=52403272, end=52403272, seq_len=2259
2025-05-26 17:00:35,835 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene BAP1: start=52407117, end=52407117, seq_len=2259
2025-05-26 17:00:35,836 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene SETD2: start=47037794, end=47037794, seq_len=7695
2025-05-26 17:00:35,836 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ROS1: start=117308920, end=117308920, seq_len=7074
2025-05-26 17:00:35,836 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ROS1: start=117385716, end=117385716, seq_len=7074
2025-05-26 17:00:35,836 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ROS1: start=117385945, end=117385945, seq_len=7074
2025-05-26 17:00:35,837 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene ROS1: start=117418604, end=117418604, seq_len=7074
2025-05-26 17:00:35,837 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene NTRK3: start=87940627, end=87940627, seq_len=2553
2025-05-26 17:00:35,837 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene PDCD1LG2: start=5549463, end=5549463, seq_len=852
2025-05-26 17:00:35,837 - WARNING - Case 13f63218-0949-41e6-a661-c844414c45b5: Invalid mutation coordinates for gene CDKN1B: start=12718003, end=12718003, seq_len=597
2025-05-26 17:00:35,837 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene TP53: start=7669659, end=7669659, seq_len=1182
2025-05-26 17:00:35,837 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene TP53: start=7669662, end=7669662, seq_len=1182
2025-05-26 17:00:35,837 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene TP53: start=7673802, end=7673802, seq_len=1182
2025-05-26 17:00:35,837 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene BRCA1: start=43104084, end=43104086, seq_len=5658
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene BRCA2: start=32339605, end=32339605, seq_len=10257
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene APC: start=112778038, end=112778038, seq_len=8616
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene BRAF: start=140778161, end=140778161, seq_len=2424
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene MYCN: start=15945633, end=15945633, seq_len=1395
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene CDKN2A: start=21971121, end=21971121, seq_len=555
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NOTCH1: start=136496493, end=136496495, seq_len=7668
2025-05-26 17:00:35,838 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NOTCH1: start=136502291, end=136502291, seq_len=7668
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NOTCH1: start=136505406, end=136505406, seq_len=7668
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NOTCH1: start=136514616, end=136514616, seq_len=7668
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NOTCH1: start=136523233, end=136523233, seq_len=7668
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ALK: start=29239881, end=29239881, seq_len=4863
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene IDH2: start=90084992, end=90084992, seq_len=1359
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ERBB2: start=39723971, end=39723971, seq_len=3885
2025-05-26 17:00:35,839 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene CTNNB1: start=41236628, end=41236628, seq_len=2346
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene MSH2: start=47445430, end=47445430, seq_len=3045
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene CDK4: start=57751472, end=57751472, seq_len=912
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene CCND2: start=4278976, end=4278976, seq_len=870
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NF1: start=31200929, end=31200929, seq_len=8520
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NF2: start=29673499, end=29673499, seq_len=1788
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene FBXW7: start=152382316, end=152382316, seq_len=2124
2025-05-26 17:00:35,840 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene RET: start=43105148, end=43105148, seq_len=3345
2025-05-26 17:00:35,841 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene RET: start=43113042, end=43113042, seq_len=3345
2025-05-26 17:00:35,841 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ARID1A: start=26772522, end=26772522, seq_len=6858
2025-05-26 17:00:35,841 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene RUNX1: start=34799303, end=34799304, seq_len=1443
2025-05-26 17:00:35,841 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene RUNX1: start=34887012, end=34887012, seq_len=1443
2025-05-26 17:00:35,842 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152157796, end=152157796, seq_len=14736
2025-05-26 17:00:35,842 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152248130, end=152248130, seq_len=14736
2025-05-26 17:00:35,842 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152248206, end=152248206, seq_len=14736
2025-05-26 17:00:35,842 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152265172, end=152265172, seq_len=14736
2025-05-26 17:00:35,842 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152265180, end=152265180, seq_len=14736
2025-05-26 17:00:35,843 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152273692, end=152273692, seq_len=14736
2025-05-26 17:00:35,843 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene KMT2C: start=152273897, end=152273897, seq_len=14736
2025-05-26 17:00:35,843 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene TERT: start=1253854, end=1253854, seq_len=3399
2025-05-26 17:00:35,844 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene MDM4: start=204546735, end=204546735, seq_len=1527
2025-05-26 17:00:35,844 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene BCL2: start=63128608, end=63128608, seq_len=720
2025-05-26 17:00:35,844 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene SMO: start=129208921, end=129208921, seq_len=2364
2025-05-26 17:00:35,845 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene GLI1: start=57466447, end=57466447, seq_len=3321
2025-05-26 17:00:35,845 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene GLI1: start=57472068, end=57472068, seq_len=3321
2025-05-26 17:00:35,845 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene SF3B1: start=197416836, end=197416836, seq_len=3915
2025-05-26 17:00:35,845 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene SF3B1: start=197435023, end=197435023, seq_len=3915
2025-05-26 17:00:35,846 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ASXL1: start=32436111, end=32436111, seq_len=4887
2025-05-26 17:00:35,846 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ASXL1: start=32436313, end=32436313, seq_len=4887
2025-05-26 17:00:35,846 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene SETD2: start=47123089, end=47123089, seq_len=7695
2025-05-26 17:00:35,846 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ABL1: start=130884103, end=130884105, seq_len=3450
2025-05-26 17:00:35,846 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene FOXO1: start=40560227, end=40560227, seq_len=1968
2025-05-26 17:00:35,847 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene FOXO1: start=40560752, end=40560752, seq_len=1968
2025-05-26 17:00:35,847 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ROS1: start=117318240, end=117318240, seq_len=7074
2025-05-26 17:00:35,847 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ROS1: start=117321218, end=117321218, seq_len=7074
2025-05-26 17:00:35,847 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NTRK1: start=156868485, end=156868485, seq_len=2391
2025-05-26 17:00:35,848 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NTRK3: start=88032825, end=88032825, seq_len=2553
2025-05-26 17:00:35,848 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene NTRK3: start=88183648, end=88183648, seq_len=2553
2025-05-26 17:00:35,849 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ERG: start=38391523, end=38391523, seq_len=1461
2025-05-26 17:00:35,849 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene ERG: start=38498495, end=38498495, seq_len=1461
2025-05-26 17:00:35,850 - WARNING - Case 05fbd98c-28bd-41bc-ae60-16ac0c16c723: Invalid mutation coordinates for gene GATA3: start=8051161, end=8051161, seq_len=1335
